joke,total_votes,positive_votes,negative_votes
"Не забывайте, что приём шоколада для ускорения работы мозга эффективен только когда есть что ускорять, иначе можно остаться тупым и жирным.",424.0,368.0,56.0
Правительство призывает к импортозамещению.Недовольные российские граждане будут замещены довольными импортными.,655.0,528.0,127.0
"- Слышь, Вань, смотри какие клоуны!- Зин, ну сколько можно! Тебе еще не надоели смотреть эти дебаты в думе?",415.0,343.0,72.0
"Ты упорно тренировался весь год, распутывая наушники. Теперь я вижу, что ты готов к самому суровому испытанию. На, держи! Это новогодняя ёлочная гирлянда...",294.0,255.0,39.0
"Девушки, выходите замуж! Ни один мужчина не должен остаться безнаказанным!",460.0,389.0,71.0
"Вовочка сидит, обедает. Видит на столе торт, и спрашивает маму:- Мам, а этот большой кусок торта, ты для себя оставила?- Нет. Для тебя.- Такой малюсенький кусочек?",650.0,498.0,152.0
"Правительство не станет для населения увеличивать срок выхода на пенсию.Ежегодно повышая на 20% платежи за коммунальные услуги и снижая такимобразом возможности для выживания пенсионеров, власти удерживают ихобщее количество на минимальном, приемлемом для себя уровне.",416.0,319.0,97.0
,,,
Что за ирония судьбы: почему в КВД всегда самые красивые медсестры?,282.0,187.0,95.0
"Змей Горыныч может пить, есть и дышать на гаишников одновременно.",238.0,170.0,68.0
"Ученые заверяют, что неандертальцы вымерли 30 тысяч лет назад. Хотятолько что один подходил, просил документы предъявить.Нольвосьмидесятый.",161.0,102.0,59.0
Экстравакантная дама,199.0,107.0,92.0
"Дон Кихот: Санчо, ты мне друг?Санчо: Нет уж, Дон, хватит! Давай до баб доедем!",261.0,194.0,67.0
"Две сестры, глухонемые от рождения, вышли замуж в один день. Наследующее утро они рассказывают друг дружке о проведенной первой брачнойночи. Первая с довольной улыбкой на лице показывает сестре два апельсинаи сардельку.А вторая первой со слезами на глазах показывает две горошины изубочистку.",466.0,110.0,356.0
"Курсант школы милиции попал на время практики в следственный отдел вРОВД своей родной деревни. Как то выезжает опергруппа на убийство, и онс ними. В одном дворе, рядом с большей кучей дров находят мертвогомужчину, лет пятидесяти. Седователь осмотрел место проишествия, закурил,и начал писать протокол: На Ул. Пушкина,45 был обноружен труп мужчины,волосы темные, рост средний, голова окровавлена. Со слов понятых,мужчина с утра колол дрова, бревно во время удара отскачило, и ударилоего по голове. Отсюда с уверенностью можно сказать, что это несчастныйслучай.Курсант подходит к следователю, и говорит на ухо: ""тов. лейтенант, так унего же из спины топор торчит, не похоже на несчастный случай...""- Это как это не похоже, еще как похоже, бревно по голове отскочило, атопор по спине... - с кем не бывает.",408.0,163.0,245.0
"Из заявления: ""Примите меня в КП. В СС я уже был.""",411.0,127.0,284.0
"Дочка пишет маме письмо: приветик мама, у меня все хорошо, у меня СПИД.Мать, прочитав такое, вылетает к дочке.Приехав к дочери, мать спрашивает:- Это правда?!!Дочь:- Мам, ты что, это я для конспирации написала:Сахар Приобрела Ищи Дрожжи",850.0,128.0,722.0
"Летят в самолете Путин, Кучма и Лукашенко. Неожиданно загорается двигатель,и самолет начинает падать. Все трое ищут спасательные средства,но оказывается, что есть только один парашют на троих.Лукашенко говорит:- Давайце устроим рэферэндум. Хто пабедзит, тот и прыгнет с парашутам.Кучма и Путин согласились. ""Повезло"", естественно, Лукашенко, и тот выпрыгнулс парашютом.Самолет продолжает падать, а Кучма говорит Путину:- Что-то, Володя, я не пойму: нас тут трое было, а Григорьевич выйгралу нас с преимуществом в 10 голосов.Тарас Кутняк",552.0,301.0,251.0
В женском батальоне.- По порядку номеров расчитайсь!- Первый.- Второй.- Третий.- Нулевой!- Как нулевой!? Вот почему грудь четвертогочеловека не видать!!!,299.0,279.0,20.0
"Гениталии всех стран, соединяйтесь!",18.0,10.0,8.0
"Гоpбачев пеpед сном молится:- Господи, напpавь и укpепи... господи, напpавь и укpепи...Раиса:- Мишенька, ты бы молился об укpеплении, а напpавить яи сама могу.",18.0,9.0,9.0
В понедельник Штирлица повели на растрел.- Тяжело начинается неделя - подумал Штирлиц.,32.0,26.0,6.0
