joke,total_votes,positive_votes,negative_votes
"Муж неожиданно приходит домой, а там жена перед камерой скачет на мужике. Муж от увиденного не может сказать не слова.Жена:- Ты не подумай ничего плохого. Мы тут фильм снимаем «Маленькая Вера – 2»",25.0,2.0,23.0
"Собрались как то Кришна ,Вишну и ШиваКришна-Подо мной все творческие и пророческие личности.Вишну-А подо мной все военные.Шива немного подумал, добро добро так посмотрел на молодых и говорит-А хотите я одновременно Вам всем пизды дам?Просто он был намного старше все этих выдуманных образов танцовщиц и супергероев.И любил поделиться, а не действовать.Анекдот любил, говорят, читать.Слухи наверно.",39.0,2.0,37.0
"Хотя с соседкой у Петровича ничего не было, но ее ревнивый муж уже трижды проводил профилактику его внешности, как говорится, на всякий пожарный случай.",22.0,2.0,20.0
Я говорю что думаю и делаю что говорю ...,11.0,2.0,9.0
"Проблема не в том, что люди массово уничтожают дерматинов и синтепонов ради их шкурок, а в том, что из их мяса стали делать колбасу и сосиски.",817.0,759.0,58.0
"Старый бомж, много лет попрошайничающий на одном и том же месте в переходе метро, захотел по нужде. Ушёл, возвращается - на его месте стоит студентка и играет на скрипке, вокруг люди кидают ей в футляр деньги...Бомж: ""Ну них.я себе! На 5 минут отлучился - уже аккаунт взломали!""",399.0,316.0,83.0
"""Джентльмены удачи"" - криминальная сага о внедрении директора детского сад в банду воров-рецидивистов, где он организовал побег из тюрьмы, а затем навел порядок и дисциплину в банде по образцу детского сада, после чего воры сдали его милиции и с радостью возвратились в тюрьму.",378.0,315.0,63.0
"- По словам моей жены, я счастливо женат.- А вы сами что об этом думаете?- А кого ебет мое сраное мнение...",338.0,255.0,83.0
"Я, читая Толстого в школе: А они могут не вставлять через слово свой французский? Хорошо, что в наше время так никто не говорит.Я сейчас, отсылая рабочее письмо: ""Отправляю вам follow up по итогам нашего митинга"".",266.0,201.0,65.0
"Благодаря искусственному интеллекту на полках скоро появятся новые произведения Пушкина, Гоголя и Толстого.",214.0,165.0,49.0
"Дикторов на телевидение решили подбирать по знаку Зодиака. Вначале хотели брать людей родившихся под знаком Весы для того чтобы новости были уравновешенными, но потом поняли, что лучше с этим справится истинный Водолей.",189.0,129.0,60.0
"Деловой стиль - это когда начальство считает, что сотрудники, которым приходится одеваться на работу в неудобные костюмы при удавке на шее, от этого будут лучше работать.",172.0,118.0,54.0
"Урок литературы. Учительница:- Дети, в русском языке есть такое слово - мзда. Оно означает ""плата"" и встречается даже в поэзии. Придумайте рифму к этому слову!Тянет руку Вовочка.- Нет, Вовочка, ты нам уже подобрал на прошлом уроке рифму к слову ""молодец"".",199.0,118.0,81.0
"Кроме крашеных блондинок, существуют поддельные дураки. Которые обманным путём втиснулись в нишу ""а какой с него спрос?"".",156.0,117.0,39.0
"Министр развала промышленности Германии Хабек не был уверен, Словакия ли, Словения и уверенно сказал - Словекия.А премьера Фицо обозвал Фико.",277.0,94.0,183.0
Для того чтобы похудеть надо больше двигаться. На почве различных диет двинулись уже очень многие.,119.0,78.0,41.0
"Игры в 90-тые: Беги! Прыгай! Сорви цветок! Собирай монеты!Игры сейчас: Ты руина человека, которого мучает сделанный когда-то выбор. Ты не боишься смерти, но у тебя остались незавершённые дела.",156.0,63.0,93.0
"Сижу в банке по своим делам. Банк типа продвинутый в цифре, фсе операции на этих гуанопланшетах и гуаносмартфонах. И со всех столов слышатся возмущенные голоса голоса клиентов, кому за 50: ""вот была бы бумажная книжка банковская, давно уже бы все сделали"".Истину глаголют, сам помню: пришел в банк, деньги отдал/взял, книжку прокатали через принтер, свободен. А щас... двести проверок личности с проверочными кодами, да планшет, где по отсутствующим кнопкам не попадешь, да гребаное банковское ПО, которое на некоторых смартфонах вдруг глюканет - и все, операцию х.й проведешь.Засуньте цифру себе в центр обработки данных, два раза проверните и начинайте мееедленно вытаскивать!",72.0,49.0,23.0
Армянское радио спрашивают:- Чем отличается славянский шкаф от еврейского шкафа?Армянское радио отвечает:- В еврейском шкафу таки больше мест куда можно спрятать деньги.,124.0,34.0,90.0
Для всех желающих получить 90х60х90 совсем несложно. Это будет 486000 и не надо благодарить.,40.0,34.0,6.0
"- Ты чего такой грустный уже неделю ходишь?- Да я это... Ну... Изменил я своей любимой в общем. Изменщик я теперь, получается...- Ты чего несёшь? Кому ты изменил? У тебя ж ни жены, ни девушки пока нет!- Я правой руке с левой изменил...",268.0,31.0,237.0
"Древние египтяне строили гигантские пирамиды, в которых потом никто не ходил. Ацтеки сооружали огромные храмы, но потом о них все забывали. Римляне строили великанских размеров театры, которые потом забрасывали. И мы не отстаём от древних цивилизаций и строим олимпийские стадионы...",41.0,28.0,13.0
"анекдот про латышейрассказаный латышом не латышу:Встречаються два еврея - Моня тебе на свадьбу дочке скидывал, и мне скидывал, давай и мы ему скинемся.Встречаються два русских - Васька нам вчера проставился, ну давай и мы ему проставимся.Встречаються два латыша - у тебя сарай сгорел, и у меня, давай и Петерису сарай подожжём.",59.0,25.0,34.0
"Из-за такой погоды гуси, которые прилетели неделю назад, посовещались и улетели обратно на юг.",25.0,21.0,4.0
"Парни, если вам встретилась девушка, которая, купив платье, сразу же идёт в хозяйственный и покупает вешалку-плечики - ни о чём больше не думайте, хватайте её и тащите в ЗАГС.",26.0,18.0,8.0
Тренер ругает легкоатлета:- Почему пришел последним к финишу?- Судья выстрелил на старте.- Ну и что?- Так в меня попал.,28.0,17.0,11.0
Делаем запасы на зиму. Закатываем тёплый воздух в банки.,24.0,17.0,7.0
"Вот и подросло поколение не неграмотных, а не грамотных сочинителей анекдотов.",29.0,16.0,13.0
"Урок физкультуры. Учитель:- Дети, сегодня мы будем учиться прыгать на матах. Вовочка, перестань ухмыляться.",24.0,15.0,9.0
"Во всех банках в скриптах менеджеров по выдаче кредита надо прописать одну фразу:""У нас есть бесплатная услуга, мгновенный перевод вашего кредита на ваш ""безопасный счет""!Если соглашается, кредит не давать, вызывать милицию, пусть рассказывает им о сотрудниках ФСБ и Центрбанка, которые ему позвонили.",22.0,14.0,8.0
"Пока воры, проникшие на склад в Хельсинки, у всех на глазах вытаскивали пылесосы, стиральные машины и холодильники, охранник Юхан Пяйвякоски начал о чём-то догадываться...",33.0,10.0,23.0
"Умирает старый ловелас:- Пригласить священника?- Нет, эскорт.",18.0,9.0,9.0
"Дети ей не интересны, и дети её не замечают, поэтому её уроки проходят тихо и мирно.",15.0,9.0,6.0
Прилетевших из тёплых краёв уток местные охотники торжественно встретили залпом из 30 орудий.,17.0,9.0,8.0
"- Хорошо, раз ты такая умная и красивая - покажи сиськи.- Ещё чего?!- Понимаю. Неожидано. Не готова. Не в тему сиськи надела.",31.0,9.0,22.0
"Конечно, прогулки с любимой под Луной это очень романтично, однако, если у вас есть избранница, ночью её лучше привести к себе домой. Там вам гораздо проще будет продемонстрировать все аспекты ваших чувств.",20.0,9.0,11.0
"Все помнят про ранняя пташка больше корма клюет...Но немногие знают, что это корм, который остался от вчерашней поздней пташки...",19.0,7.0,12.0
"Встретил приятеля, который никак не мог создать семью. Он рассказал что наконец то женился. НА ИНЖЕНЕРЕ. Ржу второй день.",38.0,6.0,32.0
"- Слушай, а что будет если Бога дёрнуть за бороду?- Т-с-с-с. Что ты такое говоришь. А вдруг он услышит? А, впрочем, уже поздно, Бог всё видит и слышит.",27.0,5.0,22.0
"Если девушка, за которой вы ухаживаете, считает вас тупым, грубым, невежественным быдлом - подарите ей сувенирную монету ""Рогволд и Рогнеда""",26.0,4.0,22.0
Мочь нузеев?.. не мешайте спаать...,21.0,3.0,18.0
"Когда знаешь чего хочешь получишь,  то, что остаётся.",18.0,2.0,16.0
Когда-то давно Винни-Пух в горах спарился с пещерной троллихой. Так появились беорнинги.,32.0,1.0,31.0
"Очередь на паспортный контроль в аэропорту.Вдоль ходит работник аэропорта, ищет пассажиров с европейскими паспортами, чтобы отправить их в более быструю очередь.Кричит: «European passports! European passports!»Из очереди доносится голос с русским акцентом:– Хау мач?",770.0,676.0,94.0
"Пьяный сторож Михалыч попытался обматерить старенькую бабушку. Однако, она оказалась профессором лингвистики к тому же защитившей диссертацию по обсценной лексики. Старушка быстро доказала хаму, что дилетант никогда не сможет тягаться с профессионалом и обьяснила ему кто он такой, где его место и что с ним будет.",438.0,348.0,90.0
"По результатам опроса, в котором предлагалось заполнить пропуск в слове «Х.Й», выяснилось, что самые культурные люди ­— это панки.",387.0,330.0,57.0
"Моя собака знает много команд. И что самое главное, я уже научился выполнять некоторые из них...",257.0,221.0,36.0
– Что такое фьючерсная торговля у первобытных людей?– Обмен двух топоров на шкуру неубитого медведя.,258.0,210.0,48.0
"- Что вообще означает ""конкурентная заработная плата""?- Она может конкурировать с платежами за коммуналку.",232.0,191.0,41.0
"Утром вышел в коридор и громко крикнул:- Всё будет хорошо!- Как скажешь, начальник! - хором ответили санитары..",192.0,141.0,51.0
"В рамках борьбы с высокой смертностью, царь издал указ:""Умирать воспрещается! Наказание - смертная казнь!""",207.0,135.0,72.0
Поговорка «Соврёт – недорого возьмёт»  потеряла свой первоначальный смысл.Теперь за свое вранье берут очень дорого.,165.0,131.0,34.0
"Президенты, как и короли,  думают что они управляют. А потом кто-то сваливает их всех в одну коробку с пешками.",191.0,126.0,65.0
"Если у человека плохое образование, но он верит пропаганде, то он не боится вышек 5G и прививок.Если у человека плохое образование, но пропаганде он не верит, то он боится вышек 5G и прививок.Если у человека просто хорошее образование, то он пропагандирует безопасность вышек 5G и прививок, чему сам не верит.Если у человека очень хорошее образование, то он создаёт системы контроля через вышки 5G и проектирует наночипы для инъекций.",316.0,79.0,237.0
"Что может написать в сочинении десятиклассница о чувствах Наташи Ростовой на балу, если она считает, что в слове ""бал"" не хватает буквы ""е""?",251.0,72.0,179.0
"Американцы готовятся к беспрецедентной массовой депортации мигрантов. (с)Я так полагаю,  что целесообразно начать с англосаксов.",86.0,56.0,30.0
"- Вы обвиняетесь в крупных денежных хищениях, вам нужен хороший адвокат.- Зачем?- Чтобы избавиться от этих денег.",104.0,43.0,61.0
Однажды Солнце ходило без панамки и получило удар Чака Норриса,206.0,42.0,164.0
"Интервью у студента:- Куришь?- Нет.- Учишься?- Да.- Бухаешь?- Нет.- Учишься?- Да.- Дрочишь?- Нет.- Учишься?- Так, постойте-ка...",46.0,22.0,24.0
"Мало того, что ты знаешь себе цену. Надо ещё, чтобы кто-то согласился её заплатить. На товар не пользующийся спросом ломить ценник бессмысленно.",28.0,22.0,6.0
"Потомственные предсказатели открывают доверчивым людям глаза на грядущее и берут с них умеренные деньги. Зачем им работать по мелочам, если они видят будущее? Играли бы лучше в Спортлото, там всяко куш побольше будет.",24.0,20.0,4.0
"Мне нравится, когда вор, которому не дал украсть ещё и возмущается ...",25.0,20.0,5.0
"Кстати, по поводу чернокожего самурая в новой Assassin's Creed дежурно отмечу, что меня искренне восхищают люди, с серьезными лицами обсуждающие историческую достоверность франшизы, в которой Папа Римский пиздился в рукопашку с ассасином в подвале Сикстинской капеллы.",33.0,19.0,14.0
"Как бы дорого ни стоили презервативы, аборт гораздо дороже. Как бы дорого ни стоил аборт, содержание ребенка стоит еще дороже.",45.0,19.0,26.0
"Май. Жара. Кошка лежит на тротуарной плитке, охлаждается. Муж присел и гладит сестру свою меньшую по животу. Жена увидела и говорит:- Ты бы меня когда-нибудь так погладил!- Ложись рядом с кошкой – поглажу...",34.0,16.0,18.0
"Разговаривают два мажора:- Ты чем займешься после института?- Да чем угодно, у моего предка 20 фирм.- Да, нелегко тебе будет сделать свой выбор.",22.0,15.0,7.0
"Когда-то давно, в древней Греции киники (циники) были философами, в наше время философы в своем большинстве превратились в циников",22.0,12.0,10.0
"Разница между законами об иностранных агентах в Гондурасе и в США такая же, как между ремнем безопасности и смирительной рубашкой. А вот у кого, что конкретно – это уже зависит от профессионализма пропагандистов.",20.0,12.0,8.0
"Толи я так окабанел, то ли похудел, но в мои 70, с трудом наедаюсь 2 банками стандартной тушенки Росрезерва, принесенной мне мэром как ветерану на праздник.",18.0,10.0,8.0
– Я не толстая. Просто у меня проблемы с гравитацией.,22.0,9.0,13.0
"На РБК очередной лжепредприниматель целый час продвигал идею, что на уровне современной медицины России прожить сто лет - раз плюнуть в его пробирку. Еще раз повторяю, на уровне медицины, но не московских врачей...",19.0,9.0,10.0
"Говорят ""простота - хуже воровства"", поэтому нужно делать массаж простаты.",27.0,8.0,19.0
Хитрая кошка родила куски пенопласта чтобы хозяйка их не утопила,40.0,6.0,34.0
"По сравнению с тем кризисом, который люди переживают в юности и старости, кризис возраста между ними - он на самом деле так себе, средний",12.0,6.0,6.0
Меня ждали неприятности ... теперь они меня избегают ...,10.0,6.0,4.0
Я сказал если меня назначат дежурным по кухне все останутся голодными ... они думали я шутил ...,16.0,6.0,10.0
"На сленге автомобилистов водитель, играющий в пятнашки, называется шахматистом. И эти люди говорят что-то о женской логике!",23.0,5.0,18.0
Силы быстрого реагирования в Эстонии называются Силами оч-ч-ч-чень стремительного реагирования,22.0,5.0,17.0
Я человек простой ... и чем дальше тем проще ...,12.0,5.0,7.0
- Я из российского города вахтовиков под названием Сабетта.- А я из страны вахтовиков под названием Молдова.,16.0,4.0,12.0
"Молодость быстро проходит. Её сменяет зрелость а затем наступает старость. Старость не самое приятное время жизни, для того, чтобы компенсировать это старики впадают в детство.",21.0,4.0,17.0
Есть такое выражение Держаться от греха подальше ... В моем случае грех сам старается держаться подальше от меня ...,12.0,4.0,8.0
"Сидит ящерица наркоман на камне и говорит- бляяя, я вся в чешуе",29.0,4.0,25.0
"- Знаете, есть такой развлечение - барный тур, он же поход по пабам! За один вечер нужно обойти и выпить в нескольких заведениях!...- Когда делать нехрена, и дома дел нет... - проворчал Петрович, занося в свой погреб бочонок пива и закусоны.",12.0,4.0,8.0
"Всегда мечтал оказаться в будущем, но даже предположить не мог, что буду жить в Первой Галактической Империи...",20.0,4.0,16.0
"Вопрос армянскому радио:- Чем отличается русский ёжик от кавказского?- Русский ёжик, ёжик, ёжик, бэз головы бэз ножык. Кавказский ёжик, ёжик, есть голова и ножык.",31.0,3.0,28.0
Меня ждали неприятности ... после нашей встречи поняли что напрасно ...,12.0,3.0,9.0
Я не злопамятный ... наказываю зло так ... из любви к искусству ...,17.0,3.0,14.0
Нынешние даже не знают что такое быть нелукавыми ...,12.0,3.0,9.0
Мир решил на мне прокатиться ... это была плохая идея ...,18.0,3.0,15.0
"Одна гомеопатическая фирма выпускает сразу два препарата от проблем с беспокойными детьми: ""Успокой"" и ""Шалун"". И если с "" Успокоем"" все понятно, то что делать с ""Шалуном""? Шалуну дать ""Шалуна"" как-то рискованно... может это для родителей шалуна?",13.0,2.0,11.0
Мир меня расстроил ... чего делать не стоило ...,14.0,2.0,12.0
Раньше пионеры были всегда готовы. Времена сменились. Теперь они стали пенсионерами и готовы уже ко всему.,543.0,474.0,69.0
"- Привет! Ты знаешь хорошую секретаршу?- Нет. Очень тяжело найти.- Не для секса, а для работы.- Вот ты вообще щас усложнил пиздец!",478.0,405.0,73.0
- В двух словах охарактеризуйте современную молодежную моду.- Цветные мешки.,301.0,249.0,52.0
"- Пятачок, говорят, что у нас в лесу какая-то падла завелась.- Не падла, Винни, а панда. К тебе дальняя родственница из Китая в гости приехала.",313.0,240.0,73.0
"Шотландец, собирающийся совершить морское путешествие, справляется о стоимости круиза в пароходной компании. Служащий отвечает ему:- Каюты первого класса, включая питание, стоят 50 фунтов, каюты второго класса - 35 фунтов,третьего - 15 фунтов.И, желая подшутить над шотландцем, он добавляет:- В конце концов, вы можете бесплатно плыть за пароходом.- Годится! А позвольте узнать, какую пищу будут выбрасывать за борт?",266.0,161.0,105.0
"Сыр в мышеловке - он бесплатный только для мыши,  но не для человека, который положил его туда.",219.0,159.0,60.0
"Изучай экономику - когда станешь безработным, то, по крайней мере, будешь знать, почему.",210.0,156.0,54.0
"Зимой можно сходить в лес на медведя. Но важно, чтобы медведь не проснулся и не понял, что вы на него сходили, иначе существует опасность сходить заодно и под себя.",261.0,134.0,127.0
Самый заразительный смех - это гогот в боксах инфекционного отделения.,170.0,60.0,110.0
"- Совесть? Нет, не слышал. А почему ты интересуешься? Потерял что ли?",127.0,56.0,71.0
"Зашли как-то в миланский бар художник, скульптор, архитектор, инженер и ученый.- И что сегодня будем пить, Леонардо? - спросил бармен",70.0,55.0,15.0
"Удивление тому, что полицейские выполнили свои обязанности - это лучшая оценка населением доверия к работе полиции.",45.0,42.0,3.0
"Печально, но в наше время люди могут придумать целую речь, чтобы оправдать себя. Зато не могут сказать простую фразу: ""Прости, я был не прав"".",41.0,34.0,7.0
"""Короче, не получилось"" - произнес Лев Толстой, дописывая последние строки своего романа ""Война и мир""",42.0,33.0,9.0
"- Какой у вас самый любимый момент, который произошёл с вами и вашей девушкой?- Сегодня я пришёл в гости к своей девушке. Отмочил офигенную шутку. И парень, который прятался у неё под кроватью, заржал.",46.0,33.0,13.0
"Это символично: представитель государства, созданного ООН, измельчает устав этого ООН в шредере.",63.0,30.0,33.0
"Мало кто знает, что дельфин Петя в большом аквариуме, который привезли из цирка и поставили в процедурном кабинете городской больницы, и есть то самое ультразвуковое оборудование за 5.000.000 долларов, которые выделили из бюджета.",35.0,26.0,9.0
"Средний класс - это те же нищеброды, но ещё не утерявшие самомнения, апломба и надежд...",32.0,25.0,7.0
"Коммунизм - это когда все отнимают у богатых, чтобы отдать бедным. Капитализм - ну, в принципе то же самое, только наоборот",55.0,25.0,30.0
"Не рвите себе очко, зарабатывая на то, чтобы его штопать.",33.0,25.0,8.0
"Офисные трудТНяги, оцените наснолько вы полезны в этом мире:Вы живёте в домах которые построили не выВы одеваетесь в одежду которую пошили не выВы ездите на машинах которые сделали не выВы едите то, что выростили и приготовили не выВы пользуетесь компьютерами и прочей электроникой которую сделали не выВы летаете на курорты на самолётах которые построили не выИ Т.Д. ...P.S.: зачем вы тут ?",66.0,23.0,43.0
"XVII век. Бунташный век для простонародья, включая стрельцов (Смута! Соляной бунт! Медный бунт! Стрелецкий бунт!). Пока Петр I не дал по харе, развесив стрельцов где удобно было.XVIII век. Бунташный век для российского дворянства. То на императрицу с претензиями наедут, то императора убьют, то другого императора, то наследника. Пока Николай I не показал развоевавшимся дворянам их место, удалив лишние головы и рассажав особо пылких по ссылкам.ХХ век. Революция. Расшалились все, страну и экономику развалили, пошли воевать друг с другом. Большевикам пришлось собирать с нуля все единицы, Сталин успокаивал самых борзых.Вот что такое истинно эффективные управленцы)",83.0,22.0,61.0
"Кошек несомненно любят все. Однако, только Альф с планеты Мелмак любит их по настоящему.",43.0,21.0,22.0
"Беседуют два программиста:- Вообще-то, код, написанный в майке, не хуже, чем код, написанный в галстуке.- Не хуже, а лучше! Код, написанный в галстуке, более бажный - галстук же пережимает сосуды шеи, ухудшая снабжение мозга кислородом!",44.0,20.0,24.0
"Когда рыбак Петрович громко заорал ""ЩУКА!"", все удивились и повскакивали от радости, предвкушая размер улова, и только оса, ужалившая его прямо в губы, ехидно улыбнулась.",36.0,19.0,17.0
"- Доктор, что у меня за болезнь?- Сейчас посмотрю прейскурант,",22.0,17.0,5.0
"- Вовочка, ты почему сегодня в школу опоздал? Ведь на целых три часа!- Извините, Мариванна, сын в первый класс пошёл.",27.0,15.0,12.0
"- Мои дорогие! Нам нужно объединиться и стремиться вперёд. Это будет трудный месяц, так что сосредоточьтесь на проектах, сотрудничайте и отложите в сторону личные дела и проблемы на несколько недель. Вместе нам удастся всё сделать, ведь мы команда!P.S Завтра я уезжаю в отпуск на три недели. Желаю всем приятной работы и хорошего настроения!",22.0,15.0,7.0
"Поскольку деньги портят людей, правительство Латвии изо всех сил старается спасать свой народ.",45.0,14.0,31.0
"- Слушай, оказывается мой Колька - извращенец.- Он что, в постели непотребства вытворяет?- Нет, он любит пиццу с ананасами. В Италии за такое убивают.",29.0,14.0,15.0
"А вы заметили, что на табличке: ""В этом доме жил и работал..."", слово ""жил"" стоит на первом месте? Т.е, он жил в своё удовольствие. А писал нетленки, когда деньги на выпивку и баб заканчивались. Или проигрался в карты.",47.0,14.0,33.0
"Гаишник с переломом руки, который регулирует движение теперь только левой, среди шоферов получил почётное прозвище Мономах.",25.0,11.0,14.0
"Говорят в народе, что есть такие дела, в которых без поллитра не разобраться. Вовочка выдул уже и пол, и литр, и два, но задачка по математике всё никак не поддавалась...",24.0,11.0,13.0
После посещения русскими туристами Мексиканского зоопарка вольеры с попугаями были закрыты на 3 месяца. Бедные птицы не могли выговорить ни одного цензурного слова.,27.0,10.0,17.0
"Окрошка вкусна в начале её поедания, еще более вкусна в конце, а в середине вкусна так, что никто не в состоянии это зафиксировать... в этом и состоит кулинарная запутанность окрошки.",22.0,10.0,12.0
"- И тогда я почувствовала, что Телеграф - мой, Елисеевский - мой, Нижние торговые ряды - тоже мои.- Наследство получила?- Нет. Замуж вышла.",33.0,10.0,23.0
"К группе ""Корни"" будет уже группа ""Сучья""?",21.0,10.0,11.0
"Урок иностранного в школе. Учительница:- Дети, в литовском языке слова образуются очень просто: к ним в конце добавляется -ис. Например: дом - домис, город - городис, рыба - рыбис.Поднимает руку Вовочка:- Мариванна, а как по-литовски будет ""пена""?",45.0,7.0,38.0
"Старик умеет впадать в детство, а вот ребёнок в старчество не умеет...",22.0,7.0,15.0
Ввёл санкции против Франции. Багет под масло и икру режу вдоль. Ранее усилил давление на Италию. Теперь ломаю спагетти на 5-6 частей.,33.0,7.0,26.0
"Сейчас колбасой, которую делают из мяса, перестали торговать в супермаркетах. Её продают в антикварных магазинах, как продукт, который должен нам напомнить об ушедшем прошлом.",21.0,7.0,14.0
"Около ""Мисс Краса ИТ России 2024"" сами встают даже серверы с МС-ДОС.",18.0,7.0,11.0
"- Дочка, когда ты наконец познакомишь нас со своим молодым человеком?- Когда он твердо встанет на ноги, мама.- О боже, я не думала, что он еще такой маленький.",18.0,6.0,12.0
Лекарство против Ковида - российский антиглобалин.,24.0,6.0,18.0
"Если имеются проблемы с возвратом ""супружеского долга,"" многие прибегают к рефинансированию кредита.",14.0,5.0,9.0
"Если менеджер краснеет при словах ""виртуализация взаимоотношений с провайдером"", значит ему есть чего вспомнить и о реальном мире.",14.0,5.0,9.0
Эти глаза напротив - вуайерист в окне...Эти глаза напротив - местный алкаш в дерьме...,40.0,5.0,35.0
- Я московский озорной лежака... написалбы сегодня Есенин,21.0,5.0,16.0
А можно ли средство от глистов считать противозачаточным?,26.0,4.0,22.0
"Дракулу ночью укусил клещ.Теперь Дракула хоть и кусается днем, но переносит энцифалит и боится дуста.",19.0,4.0,15.0
От имени нормального образования и неизуродованного языка сообщаем: кампус? .уямпус!,23.0,2.0,21.0
"- Дорогой, ну как тебе наш новый ректор?Отбрасывает вилку.- Ты че?- Серебряной много чести!",37.0,0.0,37.0
"- Дед, а в молодости ты что делал?- Стоял на страже трудового народа!- А это как?- Сторожил, чтобы народ не разбегался!",625.0,381.0,244.0
"– Ты давно в театре был?– Да пошли вы нах с  вашими дурацкими театрами.– Понятно. Значит, недавно был.",386.0,321.0,65.0
"... просто интернет теперь доступен всем, а психиатрическая помощь не всем.",331.0,296.0,35.0
"В правом ряду едет ""мерин"" джип, в кабине человек с лицом ""за три дня на велосипеде хуй объедешь"". В общем, это лицо засмотрелось на девушку ну с ооооочень привлекательными формами. И, не заметив перекрёсток, на полном ходу въезжает в ушастый ""запорик"". Дедок в ""запоре"" в панике думает: ""Сейчас грохнут"". Из джипа вылазит браток и сначала кричит девушке:- Эй ты, мымра крашеная, какого xpена здесь шаришься, аварийные ситуации создаёшь?!К деду:- Ну чё смотришь, старый? Поехали новый ""запор"" тебе покупать!",496.0,287.0,209.0
"Власти США грозят ввести санкции против Международного уголовного суда, если он выдаст ордер на арест Нетаньяху; против Нобелевского комитета, если он не даст Нетаньяху премию мира; и против Ватикана, если он не причислит Нетаньяху к лику святых.",619.0,280.0,339.0
"Если молодежь кажется вам глупой, подумайте о том, что обучало их ваше поколение.",353.0,276.0,77.0
"Пьяный математик учит жизни своего сына-школьника:- Понимаешь, сынок, жизнь - это очень сложная штука. Вот порой кажется, что это очевидно, что дважды два - четыре. Ан нет, порой выясняется, что дважды два - это логарифм из 625 по основанию 5...",299.0,215.0,84.0
На складе пиротехники возникло возгорание. Пожар получился яркий и красочный. Пожарные радовались как дети.,246.0,197.0,49.0
"Начальник отдела кадров жалуется на планёрке:- Не можем найти подходящих кандидатов на последнюю заявку цеха. Приходят одни сидельцы, да ещё с двумя-тремя сроками.Начальник цеха просит:- Покажи объявление.Читает, делает пометку и возвращает:- Так-то всё по сути, только не чепушила, а чэпэушник.",300.0,186.0,114.0
- Ты как пуля!- Потому что в цель?- Нет. Потому что дура!,239.0,177.0,62.0
"Сегодня наступил на вилы. Не рекомендую. Жалкое подобие грабель. Скорей всего, импортозамещение.",223.0,139.0,84.0
"Я ласково называю свою жену Бэмби. Она думает, что это из-за её больших карих глаз, но на самом деле просто хочу, чтобы её мать застрелили из винтовки.",324.0,121.0,203.0
